Country,Country ISO,Country Code,Destination Network,MCC,MNC,Rate in USD
Turkmenistan,TKM,993,Turkmenistan - All Networks,,,0.02000
Timor Leste,TLS,670,Timor Leste - All Networks,,,0.03000
Tonga,TON,676,Tonga-Others,,,0.01000
Tonga,TON,676,Tonga - Tonfon,539,043,0.01100
Tonga,TON,676,Tonga - U-Call,539,001,0.01950
Trinidad and Tobago,TTO,1868,Trinidad and Tobago - All Networks,,,0.02250
Tunisia,TUN,216,Tunisia-TunTel,,,0.05772
Tunisia,TUN,216,Tunisia-Tunisiana,,,0.05772
Tunisia,TUN,216,Tunisia - Orange Tunisie,605,001,0.05772
Tunisia,TUN,216,Tunisia - Orascom Tunesie,605,003,0.05772
Tunisia,TUN,216,Tunisia - Tunisie Telecom,605,002,0.05772
Turkey,TUR,90,Turkey - AVEA (Aycell-Aria),286,003,0.04329
Turkey,TUR,90,Turkey - Vodafone,286,002,0.04329
Turkey,TUR,90,Turkey - Turkcell,286,001,0.04329
Taiwan,TWN,886,Taiwan-Taiwan Mobile,,,0.03500
Taiwan,TWN,886,Taiwan-Others,,,0.03500
Taiwan,TWN,886,Taiwan - Asia Pacific Telecom,466,005,0.03800
Taiwan,TWN,886,Taiwan - Chunghwa Telecom LDM,466,092,0.03600
Taiwan,TWN,886,Taiwan - FITEL (First Tel),466,056,0.03500
Taiwan,TWN,886,Taiwan - Far Eastone,466,088,0.03500
Taiwan,TWN,886,Taiwan - Global Mobile (G1),466,010,0.03500
Taiwan,TWN,886,Taiwan - Taiwan Mobile Co. Ltd,466,093,0.04500
Taiwan,TWN,886,Taiwan - VIBO Telecom Inc,466,089,0.03000
Tanzania,TZA,255,Tanzania All,,,0.03000
Tanzania,TZA,255,"Tanzania, United Republic Of-tiGO",,,0.04200
Tanzania,TZA,255,Tanzania - Airtel Tanzania Ltd,640,005,0.04200
Tanzania,TZA,255,Tanzania - Benson Informatics (T) Ltd.,640,008,0.03000
Tanzania,TZA,255,Tanzania - Dovetel Tanzania Ltd (Sasatel),640,006,0.03000
Tanzania,TZA,255,Tanzania - MIC,640,002,0.03300
Tanzania,TZA,255,Tanzania - MyCell,640,012,0.03000
Tanzania,TZA,255,Tanzania - SMILE COMMUNICATIONS (T) LTD,640,011,0.03000
Tanzania,TZA,255,Tanzania - Tanzania Communications Commission Ltd. (TTCL),640,007,0.03000
Tanzania,TZA,255,Tanzania - Vodacom (T) Ltd.,640,004,0.04200
Tanzania,TZA,255,Tanzania - Zanzibar Telecom Ltd (Zantel),640,003,0.04200
Uganda,UGA,256,Uganda-Others,,,0.01000
Uganda,UGA,256,Uganda - Airtel Uganda LTD,641,001,0.04500
Uganda,UGA,256,Uganda - MTN (Uganda) Ltd,641,010,0.03500
Uganda,UGA,256,Uganda - Orange Uganda,641,014,0.04500
Uganda,UGA,256,Uganda - Smile Communications Uganda Ltd,641,033,0.01000
Uganda,UGA,256,Uganda - Uganda Telecom Ltd,641,011,0.04500
Uganda,UGA,256,Uganda - Warid Telecom Uganda,641,022,0.02000
Ukraine,UKR,380,Ukraine-Others,,,0.05200
Ukraine,UKR,380,Ukraine - 3MOB TriMob,255,007,0.05200
Ukraine,UKR,380,Ukraine - Golden Telecom,255,005,0.05200
Ukraine,UKR,380,Ukraine - International Telecommunication (CDMA800),255,004,0.05200
Ukraine,UKR,380,Ukraine - Kyivstar,255,003,0.05200
Ukraine,UKR,380,Ukraine - MTS Ukraine (Jeans (UMC),255,001,0.05200
Ukraine,UKR,380,Ukraine - Telesystems (CDMA),255,021,0.05200
Ukraine,UKR,380,Ukraine - Ukrainian Radio Systems (Beeline),255,002,0.05200
Ukraine,UKR,380,Ukraine - life:) - Astelit,255,006,0.05200
Uruguay,URY,598,Uruguay-Others,,,0.03800
Uruguay,URY,598,Uruguay - America Movil Wireless Uruguay S.A.,748,010,0.02400
Uruguay,URY,598,Uruguay - Antel,748,001,0.03800
Uruguay,URY,598,Uruguay - Telefonica Moviles (Movistar),748,007,0.05300
United States,USA,1,United States - All Networks,,,0.00350
Uzbekistan,UZB,998,Uzbekistan-Others,,,0.06500
Uzbekistan,UZB,998,Uzbekistan-MTS,,,0.06500
Uzbekistan,UZB,998,Uzbekistan - Coscom (Ucell),434,005,0.04500
Uzbekistan,UZB,998,Uzbekistan - Perfectum Mobile (Rubicon),434,006,0.02500
Uzbekistan,UZB,998,Uzbekistan - Untitel(Beeline),434,004,0.05000
Uzbekistan,UZB,998,Uzbekistan - Uzdunrobita(MTS),434,007,0.02000
Saint Vincent and Grenadines,VCT,1784,Saint Vincent and The Grenadines-LIME,,,0.04200
Saint Vincent and Grenadines,VCT,1784,Saint Vincent and The Grenadines-Others,,,0.04200
Saint Vincent and Grenadines,VCT,1784,Cable & Wireless (St. Vincent),360,110,0.06730
Venezuela,VEN,58,Venezuela-Others,,,0.00880
Venezuela,VEN,58,Venezuela - Digitel,734,003,0.00880
Venezuela,VEN,58,Venezuela - Globalstar of Venezuela,901,004,0.03400
Venezuela,VEN,58,Venezuela - Movilnet,734,006,0.02250
Venezuela,VEN,58,Venezuela - Movistar,734,004,0.00875
Virgin Islands - British,VGB,1284,"Virgin Islands, British-Others",,,0.06500
Virgin Islands - British,VGB,1284,Cable & Wireless (British Virgin Island),348,170,0.04000
Virgin Islands - British,VGB,1284,Caribbean Cellular Telephone Ltd (CCT),348,570,0.01600
Virgin Islands - United States,VIR,1340,"Virgin Islands, U.S.-Innovative",,,0.10160
Virgin Islands - United States,VIR,1340,"Virgin Islands, U.S.-Windkeeper",,,0.10160
Virgin Islands - United States,VIR,1340,"Virgin Islands, U.S.-Others",,,0.10160
Virgin Islands - United States,VIR,1340,Vitelcom Cellular,311,470,0.10160
Vietnam,VNM,84,Vietnam-Others,,,0.03500
Vietnam,VNM,84,MobiFon,452,001,0.03500
Vietnam,VNM,84,VinaPhone,452,002,0.03500
Vietnam,VNM,84,S-Fone (CDMA),452,003,0.02200
Vietnam,VNM,84,Viettel Mobile,452,004,0.03500
Vietnam,VNM,84,Vietnam Mobile (CDMA),452,005,0.03500
Vietnam,VNM,84,Beeline NV/GTEL,452,007,0.03250
Vanuatu,VUT,678,Vanuatu-Others,,,0.12000
Vanuatu,VUT,678,Vanuatu - Digicel,541,005,0.03300
Vanuatu,VUT,678,Vanuatu - Telecom Vanuatu,541,001,0.01885
Samoa,WSM,685,Samoa - All Networks,,,0.06500
Yemen,YEM,967,Yemen-Others,,,0.08000
Yemen,YEM,967,Yemen - MTN,421,002,0.01380
Yemen,YEM,967,Yemen - Sabafon,421,001,0.01340
Yemen,YEM,967,Yemen - Y - Telecom,421,004,0.01380
Yemen,YEM,967,Yemen - Yemen Mobile,421,003,0.07000
South Africa,ZAF,27,South Africa - CELL C,655,007,0.01400
South Africa,ZAF,27,South Africa - MTN,655,010,0.01400
South Africa,ZAF,27,South Africa - Telkom SA Ltd,655,002,0.03198
South Africa,ZAF,27,South Africa - Vodacom,655,001,0.01400
Zambia,ZMB,260,Zambia-Others,,,0.02200
Zambia,ZMB,260,Zambia - CelTel,645,001,0.02200
Zambia,ZMB,260,Zambia - Telecel,645,002,0.01000
Zambia,ZMB,260,Zambia - Zamtel,645,003,0.01000
Zimbabwe,ZWE,263,Zimbabwe - Econet Wireless,648,004,0.02200
Zimbabwe,ZWE,263,Zimbabwe - NetOne,648,001,0.02200
Zimbabwe,ZWE,263,Zimbabwe-Telecel,648,003,0.02200
